condition	media	wt_growth	n_genes	tp	tn	fp	fn	mcc	aucpr_bernstein	auroc_standard
D-Glucose	M9 minimal media_noCarbon	0.8728824162136398	1329	1205	66	37	21	0.6741908204557471	0.6638858924350689	0.8477842537892586
D-Fructose	M9 minimal media_noCarbon	0.8728824162136499	1329	1201	64	41	23	0.6442525365574137	0.6642983391195548	0.791600529100529
D-Maltose monohydrate	M9 minimal media_noCarbon	1.7714488565124376	1329	1174	68	62	25	0.5848303944326165	0.5744052921266184	0.8177391415923527
D-Xylose	M9 minimal media_noCarbon	0.7137612757440492	1329	1169	66	71	23	0.562553038526326	0.6259055950863328	0.8094137314456474
D-Galactose	M9 minimal media_noCarbon	0.8635223491271815	1329	1200	66	39	24	0.6537621514594105	0.6991441130396374	0.887682850918145
D-Ribose	M9 minimal media_noCarbon	0.685681074484719	1329	1173	64	68	24	0.5590767096820014	0.613543191174495	0.8322099440520493
L-Fucose	M9 minimal media_noCarbon	0.8581716182709246	1329	1196	64	43	26	0.6246499032859213	0.6636526805579884	0.8425899016473684
a-Ketoglutaric acid disodium salt hydrate	M9 minimal media_noCarbon	0.5447326373860019	1329	1148	67	94	20	0.526398800633712	0.5724949815151245	0.7627839700501999
D-Glucuronic Acid	M9 minimal media_noCarbon	0.7013044699685769	1329	1210	71	27	21	0.7283616606612154	0.7251193246471206	0.9018965831661665
D-Gluconic Acid sodium salt	M9 minimal media_noCarbon	0.7932989585392906	1329	1205	64	37	23	0.6588214911231329	0.6750492823547904	0.8684934047150643
D-Glucose-6-Phosphate sodium salt	M9 minimal media_noCarbon	0.9009626174729881	1329	1195	74	46	14	0.6974197798046802	0.7398924849085675	0.8392955610697546
Potassium acetate	M9 minimal media_noCarbon	0.20910968867119034	1329	1160	63	82	24	0.5221107276889251	0.5530296650659159	0.8295375116495807
Sodium D-Lactate	M9 minimal media_noCarbon	0.3756740680057566	1329	1172	64	70	23	0.5579913288274657	0.608075948737809	0.849834509461063
Sodium D,L-Lactate	M9 minimal media_noCarbon	0.7490721855805899	1329	1196	63	46	24	0.6193665881175381	0.6330010358631644	0.8006316739359303
Sodium pyruvate	M9 minimal media_noCarbon	0.31246188921859613	1329	1203	60	39	27	0.6200745605119146	0.5944369368646173	0.8422394678492239
Sodium succinate dibasic hexahydrate	M9 minimal media_noCarbon	0.44790160827160513	1329	1146	67	92	24	0.515127727290176	0.6288135111795428	0.7768155673816051
Glycolic Acid	M9 minimal media_noCarbon	0.15234862233060745	1329	1148	73	91	17	0.5635482061057615	0.5916695577169111	0.7534308594158903
D-Galacturonic Acid monohydrate	M9 minimal media_noCarbon	0.701304469968657	1329	1197	75	39	18	0.7059188930617966	0.7131655620397059	0.8426575698505524
Glycerol	M9 minimal media_noCarbon	0.49233151277273635	1329	1196	54	46	33	0.5472665711338482	0.5394700328570562	0.8146623270951994
D-Sorbitol	M9 minimal media_noCarbon	0.9384028858187915	1329	1187	66	51	25	0.6097379049081803	0.6229723428845478	0.7885003243914135
L-Malic acid disodium salt monohydrate	M9 minimal media_noCarbon	0.4091691966258344	1329	1142	68	100	19	0.5218261758719768	0.5919528145136015	0.7505639637422583
D-Trehalose dihydrate	M9 minimal media_noCarbon	1.771448856512488	1329	1188	64	54	23	0.6018801683421222	0.6442914855183989	0.7796575179498663
D-Serine	M9 minimal media_noCarbon	0.3165339940860139	1329	1202	56	39	32	0.5838728165517845	0.5470482819547001	0.8271432227245585
casamino acids	M9 minimal media_noCarbon	7.36091341007109	1329	1227	27	54	21	0.40582344088647937	0.47930613862350857	0.828812519784742
N-Acetyl-D-Glucosamine	M9 minimal media_noCarbon	1.126002568530355	1329	1191	66	49	23	0.6241944420665556	0.6416964032244558	0.8155253921638851
D-Glucosamine Hydrochloride	M9 minimal media_noCarbon	0.8731913212719015	1329	1197	67	41	24	0.6499152061434845	0.6871201377187025	0.7912002912002912
D-Mannose	M9 minimal media_noCarbon	0.8728824162134337	1329	1201	67	37	24	0.6642518076472645	0.6650377782237106	0.8495525902668759
D-Galacturonic Acid monohydrate	MOPS Rich Defined media_noCarbon	12.452524749392936	1329	1294	5	18	12	0.24161894973948875	0.18639760531884061	0.49798588454624143
D-Glucose	MOPS Rich Defined media_noCarbon	12.452524749392943	1329	1301	7	11	10	0.39216492125040303	0.23579677740786953	0.7037248919399949
D-Galacturonic Acid monohydrate	MOPS minimal media_noCarbon	0.7013044699685729	1329	1202	79	34	14	0.7517827545041208	0.7354730775807704	0.891829442244993
D-Glucose	MOPS minimal media_noCarbon	0.8728824162136402	1329	1209	75	33	12	0.7563043632195147	0.7418293838771848	0.8528604361937696
D-Mannitol	RCH2_defined_noCarbon	0.9387258675031579	1329	1245	59	18	7	0.8180024273739627	0.7263709617001424	0.9275289407078544
