condition	media	wt_growth	n_genes	tp	tn	fp	fn	mcc	aucpr_bernstein	auroc_standard
D-Glucose	RCH2_defined_noCarbon	0.21028898141887553	984	894.0	45.0	39.0	6.0	0.6668524514383493	0.678238353321293	0.858915343915344
D-Fructose	RCH2_defined_noCarbon	0.4126133303335876	984	898.0	45.0	37.0	4.0	0.6916419142140272	0.6710685691424387	0.7619652804066843
L-Arabinose	RCH2_defined_noCarbon	0.0	984							
D-Arabinose	RCH2_defined_noCarbon	0.1752408178490614	984	889.0	44.0	40.0	11.0	0.6222880369596979	0.641657734645485	0.7664285714285715
D-Maltose monohydrate	RCH2_defined_noCarbon	0.5257140548183211	984	894.0	45.0	41.0	4.0	0.6735731194627959	0.6837208090293423	0.8252382555549802
D-Xylose	RCH2_defined_noCarbon	0.2803853085585007	984	894.0	46.0	40.0	4.0	0.6821133088629006	0.665342851687988	0.8551691096493501
D-Galactose	RCH2_defined_noCarbon	0.21028898141887303	984	899.0	44.0	34.0	7.0	0.6780381156259103	0.6872670581968564	0.8288546442519952
D-Raffinose pentahydrate	RCH2_defined_noCarbon	0.946243245753871	984	899.0	45.0	36.0	4.0	0.696359238733237	0.7320015215652151	0.8747863773703567
L-Rhamnose monohydrate	RCH2_defined_noCarbon	0.20630666516679294	984	892.0	45.0	34.0	13.0	0.6406359442414934	0.635047660937928	0.843646408839779
D-Ribose	RCH2_defined_noCarbon	0.17524081784906329	984	902.0	45.0	31.0	6.0	0.7050967812093264	0.626749291334393	0.8580526895432414
L-Fucose	RCH2_defined_noCarbon	0.30945999775018534	984	895.0	45.0	39.0	5.0	0.6745410352521283	0.675096434382815	0.8370304232804233
D-Cellobiose	RCH2_defined_noCarbon	0.7359786502860953	984	898.0	45.0	37.0	4.0	0.6916419142140272	0.6680753019136048	0.822528527391704
Sodium L-Lactate	RCH2_defined_noCarbon	0.09746457992969364	984	897.0	46.0	33.0	8.0	0.6842053751019267	0.6432030526147535	0.7758304776557802
Sodium D,L-Lactate	RCH2_defined_noCarbon	0.09746457992969369	984	893.0	45.0	37.0	9.0	0.6538852975902517	0.6731063598662871	0.7513452490400736
Sodium pyruvate	RCH2_defined_noCarbon	0.09746457992969369	984	897.0	46.0	33.0	8.0	0.6842053751019267	0.5817328652737166	0.8133575774529687
Sodium succinate dibasic hexahydrate	RCH2_defined_noCarbon	0.0	984							
m-Inositol	RCH2_defined_noCarbon	0.3094599977501882	984	899.0	46.0	35.0	4.0	0.7051799274920207	0.6282897954627267	0.8305442762807105
Glycerol	RCH2_defined_noCarbon	0.20630666516680005	984	896.0	45.0	39.0	4.0	0.6824521639812631	0.7010824210002604	0.8081613756613757
D-Sorbitol	RCH2_defined_noCarbon	0.3154334721281553	984	895.0	45.0	40.0	4.0	0.6779749416162169	0.6873196896396855	0.8572793299744814
L-Malic acid disodium salt monohydrate	RCH2_defined_noCarbon	0.10644841057084403	984	903.0	47.0	28.0	6.0	0.728849266452086	0.629522744776064	0.872005867253392
D-Trehalose dihydrate	RCH2_defined_noCarbon	0.5257140548183181	984	888.0	45.0	43.0	8.0	0.6351298244096242	0.6620370060211312	0.8205534699675325
L-Histidine	RCH2_defined_noCarbon	0.0	984							
L-Lysine	RCH2_defined_noCarbon	0.0	984							
L-Glutamine	RCH2_defined_noCarbon	0.0	984							
L-Proline	RCH2_defined_noCarbon	0.0	984							
L-Leucine	RCH2_defined_noCarbon	0.0	984							
N-Acetyl-D-Glucosamine	RCH2_defined_noCarbon	0.0	984							
D-Glucosamine Hydrochloride	RCH2_defined_noCarbon	0.0	984							
Uridine	RCH2_defined_noCarbon	0.0	984							
D-Salicin	RCH2_defined_noCarbon	0.30528920121456643	984	900.0	44.0	34.0	6.0	0.6857760097970222	0.6666975193846642	0.8307083828607008
Beta-Lactose	RCH2_defined_noCarbon	0.5257140548183334	984	897.0	44.0	35.0	8.0	0.6657415091023773	0.6427406114110299	0.8398699209734947
D-Mannose	RCH2_defined_noCarbon	0.0	984							
D-(-)-tagatose	RCH2_defined_noCarbon	0.0	984							
