reaction	reaction_name	rule	n_alternatives	flagged_genes	or_joined_subunits	score
RNDR3	Ribonucleoside-diphosphate reductase (CDP)	NP_716044_1 or (NP_718005_1 and NP_718006_1) or (NP_716044_1 and NP_718005_1 and NP_718006_1) or (NP_716089_1 and NP_718	4	SO0406 (thioredoxin 1 TrxA) — no word in common with the reaction name while another alternative has | SO0452 (thioredoxin 2 TrxC) — no word in common with the reaction name while another alternative has		2
ACACT1r	Acetyl-CoA C-acetyltransferase	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACOAD2f	Acyl-CoA dehydrogenase (hexanoyl-CoA)	NP_717290_1 or NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	5	SO1679 (2-methylbutanoyl-CoA dehydrogenase IvdC) — no word in common with the reaction name while another alternative has | SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		2
ACOAD1f	Acyl-CoA dehydrogenase (butanoyl-CoA)	NP_717290_1 or NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	5	SO1679 (2-methylbutanoyl-CoA dehydrogenase IvdC) — no word in common with the reaction name while another alternative has | SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		2
ACKr	Acetate kinase	NP_718485_1 or NP_718819_1 or NP_719156_2	3	SO3265 (uncharacterized protein SO_3265) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | SO3613 (phosphoribosylglycinamide formyltransferase 2 PurT) — no word in common with the reaction name while another alternative has		2
ACACT8r	Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACACT7r	Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACACT6r	Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACtex	Acetate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
ACt2rpp	Acetate reversible transport via proton symport (periplasm)	NP_718429_1 or NP_719109_1	2	SO2857 (putative solute:sodium symporter large subunit) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | SO3562 (proton/sodium:glutamate symporter DAACS family) — non-enzyme/family/domain annotation		2
ACSERtpp	O-Acetyl-L-serine export via facilitated transport	NP_717326_1 or NP_720046_1	2	SO1716 (putative amino acid efflux permease RhtB family) — non-enzyme/family/domain annotation | SO4527 (10 TMS drug/metabolite efflux pump (DME) family) — non-enzyme/family/domain annotation		2
PItex	Phosphate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
PIt2r	Phosphate reversible transport via symport	NP_716680_1 or NP_719308_2	2	SO1052 (metal ion-phosphate:proton symporter PitB) — no word in common with the reaction name while another alternative has | SO3771 (inorganic phosphate transporter PiT family) — non-enzyme/family/domain annotation		2
PPAtex	Propionate transport via diffusion	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
PPA	Inorganic diphosphatase	NP_717785_1 or NP_718988_2 or NP_719718_1	3	SO2185 (exopolyphosphatase Ppx) — no word in common with the reaction name while another alternative has | SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		2
RNDR1	Ribonucleoside-diphosphate reductase (ADP)	NP_716044_1 or (NP_718005_1 and NP_718006_1) or (NP_716044_1 and NP_718005_1 and NP_718006_1) or (NP_716089_1 and NP_718	4	SO0406 (thioredoxin 1 TrxA) — no word in common with the reaction name while another alternative has | SO0452 (thioredoxin 2 TrxC) — no word in common with the reaction name while another alternative has		2
RNDR4	Ribonucleoside-diphosphate reductase (UDP)	NP_716044_1 or (NP_718005_1 and NP_718006_1) or (NP_716044_1 and NP_718005_1 and NP_718006_1) or (NP_716089_1 and NP_718	4	SO0406 (thioredoxin 1 TrxA) — no word in common with the reaction name while another alternative has | SO0452 (thioredoxin 2 TrxC) — no word in common with the reaction name while another alternative has		2
Zn2tex	Zinc (Zn+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
PYRtex	Pyruvate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
AMPTASECG	Alanyl aminopeptidase (cys-gly)	NP_716507_1 or NP_716686_1 or NP_716740_1 or NP_716988_1 or NP_717860_1 or NP_718186_1	6	SO1115 (aminoacyl-histidine/glycine-aspartate dipeptidase PepD) — no word in common with the reaction name while another alternative has | SO2264 (cysteine desulfurase IscS) — no word in common with the reaction name while another alternative has		2
ASO4tex	Arsenate transporter (extracellular to periplasm)	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
NTP1	Nucleoside-triphosphatase (ATP)	NP_716224_1 or NP_716751_1 or NP_716822_2 or NP_717864_1	4	SO1126 (chaperone protein DnaK) — non-enzyme/family/domain annotation | SO2268 (chaperone protein HscA) — non-enzyme/family/domain annotation		2
NO3tex	Nitrate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
ACACT5r	Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
OXFOtex	Oxalate:Formate antiporter (extracellular to periplasm)	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
OCOAT1	3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate)	NP_717499_1 or NP_717500_1 or (NP_717499_1 and NP_717500_1)	3		SO1891 (acetyl-CoA:acetoacetate-CoA transferase beta subunit LiuG) | SO1892 (acetyl-CoA:acetoacetate-CoA transferase alpha subunit LiuF)	2
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	NP_717642_1 or NP_719432_1 or NP_719848_1	3	SO2039 (signalling protein with EAL domain) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | SO4323 (bifunctional diguanylate cyclase/phosphodiesterase LasD-like protein) — non-enzyme/family/domain annotation		2
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	NP_716191_1 or NP_717642_1 or NP_719432_1 or NP_719848_1	4	SO2039 (signalling protein with EAL domain) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | SO4323 (bifunctional diguanylate cyclase/phosphodiesterase LasD-like protein) — non-enzyme/family/domain annotation		2
NTD6	5'-nucleotidase (dAMP)	NP_717608_1 or NP_718071_1 or NP_718871_1 or NP_718988_2	4	SO2484 (5' nucleotidase YfbR) — no word in common with the reaction name while another alternative has | SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		2
ACACT4r	Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACACT2r	Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
ACACT3r	Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	NP_715662_1 or NP_718652_1	2		SO0020 (aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA) | SO3089 (anaerobic fatty oxidation complex beta subunit FadI)	2
Ktex	Potassium transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
FACOAL160	Fatty acid  CoA ligase  hexadecanoate	NP_715717_2 or NP_715995_1 or NP_717354_1 or NP_717578_1	4	SO0355 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation | SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		2
LYStex	L-lysine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
Kt2pp	Potassium transport in via proton symport (periplasm)	NP_715671_1 or NP_720426_1 or (NP_715666_1 and NP_715671_1) or (NP_715671_1 and NP_717410_1) or (NP_715666_1 and NP_7156	5	SO1802 (ABC-type peptide uptake system ATPase component 1 SapD) — no word in common with the reaction name while another alternative has | SOA0098 (hypothetical protein SO_A0098 (plasmid)) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
MG2tex	Magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
MEOHtex	Methanol transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	4	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
ALCD2x	Alcohol dehydrogenase (ethanol)	NP_717657_1 or NP_717739_1 or NP_718064_1 or NP_720479_1	4	SO2054 (S-(hydroxymethyl)glutathione dehydrogenase FrmA) — no word in common with the reaction name while another alternative has | SO2136 (aldehyde-alcohol dehydrogenase AdhE) — no word in common with the reaction name while another alternative has		2
ALAt2r	L alanine reversible transport via proton symport	NP_718628_1 or NP_719088_1	2	SO3063 (cation:alanine/glycine transporter AGCS family) — non-enzyme/family/domain annotation | SO3541 (alanine/glycine:cation symporter (AGCS) family protein) — non-enzyme/family/domain annotation		2
MOBDtex	Molybdate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
MNtex	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
ADPRDP	ADPribose diphosphatase	NP_715832_1 or NP_717586_1 or NP_718038_1 or NP_719434_1	4	SO1979 (transcriptional repressor of nicotinamide riboside utilization NrtR) — non-enzyme/family/domain annotation | SO2448 (MutT/nudix family protein) — non-enzyme/family/domain annotation		2
N2tex	Nitrogen exchange, diffusion (extra-organism to periplasm)	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
MGt5	Magnesium transport in/out via permease (no H+)	NP_716770_1 or NP_719496_1	2	SO1145 (magnesium transporter MgtE family) — non-enzyme/family/domain annotation | SO3966 (magnesium transporter MgtE family) — non-enzyme/family/domain annotation		2
NADPHQR2	NADPH Quinone Reductase (Ubiquinone-8)	NP_716039_1 or NP_719820_1	2	SO0401 (putative NADPH-dependent quinone oxidoreductase) — non-enzyme/family/domain annotation | SO4295 (quinone oxidoreductase family protein) — non-enzyme/family/domain annotation		2
LEUtex	L-leucine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
LSERDHr	L-serine dehydrogenase	NP_718936_1 or NP_719670_1	2	SO3382 (oxidoreductase short-chain dehydrogenase/reductase family) — non-enzyme/family/domain annotation | SO4141 (oxidoreductase short-chain dehydrogenase/reductase family) — non-enzyme/family/domain annotation		2
ATHRDHr	L-allo-threonine dehydrogenase	NP_718936_1 or NP_719670_1	2	SO3382 (oxidoreductase short-chain dehydrogenase/reductase family) — non-enzyme/family/domain annotation | SO4141 (oxidoreductase short-chain dehydrogenase/reductase family) — non-enzyme/family/domain annotation		2
ADNCYC	Adenylate cyclase	NP_719315_1 or NP_719546_1 or NP_719837_1 or NP_719987_1	4	SO4016 (serine/threonine protein kinase) — no word in common with the reaction name while another alternative has | SO4466 (chemotaxis signal transduction system methyl accepting sensory transducer) — no word in common with the reaction name while another alternative has		2
NTD8	5'-nucleotidase (dGMP)	NP_717608_1 or NP_718071_1 or NP_718871_1 or NP_718988_2	4	SO2484 (5' nucleotidase YfbR) — no word in common with the reaction name while another alternative has | SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		2
NTD2	5'-nucleotidase (UMP)	NP_716012_1 or NP_717608_1 or NP_718871_1 or NP_718988_2	4	SO0372 (5' nucleotide phosphatase YjjG) — no word in common with the reaction name while another alternative has | SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		2
NH4tex	Ammonia transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1 or spontaneous	6	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
NI2tex	Nickel transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
NTD3	5'-nucleotidase (dCMP)	NP_717608_1 or NP_718071_1 or NP_718871_1 or NP_718988_2	4	SO2484 (5' nucleotidase YfbR) — no word in common with the reaction name while another alternative has | SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		2
NAtex	Sodium transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
BUTtex	Butyrate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
NO2tex	Nitrite transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
CA2tex	Calcium (Ca+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
BZtex	Benzoate transport via diffusion (extracellular to periplasm)	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
CD2tex	Cadmium (Cd+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
COBALT2tex	Cobalt (Co+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
D_LACt2	D lactate transport via proton symport	NP_716458_1 or NP_717139_1	2	SO0827 (lactate transport protein LctP family) — non-enzyme/family/domain annotation | SO1522 (lactate transport protein LctP family) — non-enzyme/family/domain annotation		2
DHORTS	Dihydroorotase	NP_716921_1 or NP_718704_2 or NP_719235_1	3	SO1301 (aspartate carbamoyltransferase PyrB) — no word in common with the reaction name while another alternative has | SO3148 (periplasmic amidohydrolase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
IMPD	IMP dehydrogenase	NP_717825_1 or NP_718428_1 or NP_718847_1	3	SO2228 (CBS domain containing protein) — non-enzyme/family/domain annotation | SO2856 (putative nucleotidyltransferase DUF294) — non-enzyme/family/domain annotation		2
ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
HYXNtex	Hypoxanthine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
FEENTERtonex	Fe-enterobactin transport via ton system (extracellular)	(NP_717436_1 and NP_718334_1 and NP_718335_1) or (NP_717193_1 and NP_718334_1 and NP_718335_1 and NP_720081_1) or (NP_71	3	SO1580 (TonB-dependent haem/haemoglobin receptor) — no word in common with the reaction name while another alternative has | SO4422 (TonB-dependent ferric achromobactin receptor) — no word in common with the reaction name while another alternative has		2
FE2tex	Iron (II) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
FE3tex	Iron (III) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
G3PAT180	Glycerol-3-phosphate acyltransferase (C18:0)	NP_719343_1 or NP_720118_1 or (NP_718356_1 and NP_720118_1)	3	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has | SO3807 (sterol desaturase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
G3PAT181	Glycerol-3-phosphate acyltransferase (C18:1)	NP_719343_1 or NP_720118_1 or (NP_718356_1 and NP_720118_1)	3	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has | SO3807 (sterol desaturase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
FORtex	Formate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
GLCURtex	D-glucuronat transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
G3PAT161	Glycerol-3-phosphate acyltransferase (C16:1)	NP_719343_1 or NP_720118_1 or (NP_718356_1 and NP_720118_1)	3	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has | SO3807 (sterol desaturase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
G3PAT160	Glycerol-3-phosphate acyltransferase (C16:0)	NP_719343_1 or NP_720118_1 or (NP_718356_1 and NP_720118_1)	3	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has | SO3807 (sterol desaturase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
GARFT	Phosphoribosylglycinamide formyltransferase	NP_718343_1 or NP_718733_1 or NP_718819_1	3	SO3177 (formyltransferase domain protein) — non-enzyme/family/domain annotation | SO3265 (uncharacterized protein SO_3265) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
H2tex	Hydrogen transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
GUAtex	Guanine transport via diffusion (extracellular to periplasm)	NP_716838_1 or NP_719499_1 or NP_719846_1	3	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
H2Otex	H2O transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719092_2 or NP_719499_1 or NP_719846_1 or NP_720438_1 or spontaneous	8	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
CO2tex	CO2 transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
ETOHtex	Ethanol transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
GLYCtex	Glycerol transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
DALAt2r	D-alanine transport via proton symport	NP_718628_1 or NP_719088_1	2	SO3063 (cation:alanine/glycine transporter AGCS family) — non-enzyme/family/domain annotation | SO3541 (alanine/glycine:cation symporter (AGCS) family protein) — non-enzyme/family/domain annotation		2
CYStpp	L-cysteine export via facilitated transport	NP_717326_1 or NP_720046_1	2	SO1716 (putative amino acid efflux permease RhtB family) — non-enzyme/family/domain annotation | SO4527 (10 TMS drug/metabolite efflux pump (DME) family) — non-enzyme/family/domain annotation		2
CU2tex	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
CRO4tex	Cromate transport via diffusion (extracellular to periplasm)	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
Htex	Proton transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
VALtex	L-valine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
USHD	UDP-sugar hydrolase	NP_716862_1 or NP_717398_1 or NP_717608_1	3	SO1239 (metallophosphoesterase) — no word in common with the reaction name while another alternative has | SO1789 (UDP-23-diacylglucosamine hydrolase LpxH) — no word in common with the reaction name while another alternative has		2
