reaction	reaction_name	rule	n_alternatives	flagged_genes	or_joined_subunits	score
TSULtex	Thiosulfate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
TSULabc	Thiosulfate transport via ABC system	NP_717882_1 or (NP_717473_1 and NP_719497_2 and NP_719968_1 and YP_007001347_1) or (NP_719142_1 and NP_719143_1 and NP_7	5	SO2286 (sulfate transporter SulP family) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | SO1799 (molybdenum-pterin binding protein MopI) — no word in common with the reaction name while another alternative has		2
SO3tex	Sulfite transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
TOLtex	Toluene  outer membrane porin transport	NP_719499_1 or NP_719846_1	2	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
SO4tex	Sulfate transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
TAURtex	Taurine transport via diffusion (extracellular to periplasm)	NP_715952_1 or NP_717429_1 or NP_718625_1 or NP_719499_1 or NP_719846_1	5	SO3969 (putative outer membrane lipoprotein YiaD) — non-enzyme/family/domain annotation | SO4321 (Pal-like T1SS-linked outer membrane lipoprotein) — non-enzyme/family/domain annotation		2
2AGPEAT140	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPEAT141	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPEAT160	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPEAT161	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPEAT180	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT140	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT141	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT160	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT161	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
2AGPGAT181	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR140	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR160	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	NP_717294_1 or NP_718357_1 or NP_718817_2	3	SO1683 (3-hydroxyacyl-CoA dehydrogenase IvdG) — no word in common with the reaction name while another alternative has		1
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	4	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	4	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	4	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
RNTR3c2	Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR4c	Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR4c2	Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
S7PI	Sedoheptulose 7-phosphate isomerase	NP_715938_1 or NP_718077_1	2	SO2490 (2-keto-3-deoxy-6-phosphogluconate-responsive transcriptional regulator of central carbohydrate metabolism HexR) — non-enzyme/family/domain annotation		1
SADT2	Sulfate adenyltransferase	NP_715869_1 or (NP_719266_2 and NP_719267_1)	2	SO0229 (translation elongation factor Tu TufA) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
SALCHS4abcpp	Salmochelin S4 transport via ABC system periplasm	NP_719675_1 or NP_719843_1	2	SO4146 (type I secretion system ATPase subunit HlyB family) — non-enzyme/family/domain annotation		1
SERAT	Serine O-acetyltransferase	NP_717858_1 or YP_007001387_1	2	SO4799 (O-antigen biosynthesis acetyltransferase WbnJ) — no word in common with the reaction name while another alternative has		1
SERD_L	L-serine deaminase	NP_717844_1 or NP_719868_1	2	SO4344 (threonine dehydratase IlvA) — no word in common with the reaction name while another alternative has		1
SFGTHi	S-Formylglutathione hydralase	NP_717658_1 or NP_720476_1	2	SOA0160 (esterase, putative (plasmid)) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
SULR	Sulfite reductase  NADPH2	NP_717233_1 or (NP_719276_1 and NP_719277_1)	2	SO1622 (tRNA pseudouridine synthase C-associated flavoprotein YqcA) — no word in common with the reaction name while another alternative has		1
SULR_1	Sulfite reductase  NADPH2	NP_717233_1 or NP_719276_1	2	SO1622 (tRNA pseudouridine synthase C-associated flavoprotein YqcA) — no word in common with the reaction name while another alternative has		1
TDPGDH	DTDPglucose 4,6-dehydratase	NP_718723_1 or NP_718744_1 or NP_718825_1	3	SO3271 (bifunctional UDP GlcNAc C6 dehydratase/C5 epimerase PseB) — no word in common with the reaction name while another alternative has		1
THIORDXi	Hydrogen peroxide reductase (thioredoxin)	(NP_716044_1 and NP_717485_1) or (NP_716089_1 and NP_717485_1)	2	SO1877 (thioredoxin-dependent thiol peroxidase Bcp) — no word in common with the reaction name while another alternative has		1
THRAi	Threonine aldolase	NP_718892_1 or NP_719020_1	2	SO3471 (serine hydroxymethyltransferase GlyA) — no word in common with the reaction name while another alternative has		1
TMDS	Thymidylate synthase	NP_716955_1 or NP_718009_1	2	SO2419 (NADP-dependent 24-dienoyl-CoA reductase FadH) — no word in common with the reaction name while another alternative has		1
TMPK	Thiamine-phosphate kinase	NP_717147_1 or NP_719013_1	2	SO1531 (thiazole biosynthesis/tRNA modification proteinThiI) — no word in common with the reaction name while another alternative has		1
TRDR	Thioredoxin reductase (NADPH)	NP_716089_1 or NP_716585_1 or NP_717899_1 or (NP_716044_1 and NP_717899_1) or (NP_716089_1 and NP_717899_1)	5	SO0956 (alkyl hydroperoxide reductase flavoprotein component AhpF) — no word in common with the reaction name while another alternative has		1
UAGAAT	UDP-N-acetylglucosamine acyltransferase	NP_717252_1 or (NP_717252_1 and NP_718356_1)	2	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has		1
ZN2t3pp	Zinc (Zn+2) transport out via proton antiport (periplasm)	NP_717648_1 or NP_719996_1	2	SO2045 (cation efflux protein CDF family) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
HDCAt2pp	Hexadecanoate transport via proton symport	NP_717806_1 or NP_719759_1	2	SO4232 (outer membrane long-chain fatty acid receptor FadL family) — non-enzyme/family/domain annotation		1
HEX7	Hexokinase (D-fructose:ATP)	NP_717267_1 or NP_719979_1	2	SO4458 (carbohydrate kinase PfkB family) — non-enzyme/family/domain annotation		1
HISDr	Histidase r	NP_715740_1 or NP_718622_2 or NP_719898_1	3	SO3057 (phenylalanine/histidine ammonia-lyase family protein) — non-enzyme/family/domain annotation		1
HPPK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	NP_716502_1 or NP_716914_1	2	SO1292 (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase FolK-like protein) — non-enzyme/family/domain annotation		1
HPPK2	6-hydroxymethyl-dihydropterin pyrophosphokinase	NP_716502_1 or NP_716914_1	2	SO1292 (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase FolK-like protein) — non-enzyme/family/domain annotation		1
HPYRRx	Hydroxypyruvate reductase (NADH)	NP_716220_1 or NP_719173_1	2	SO0585 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
HSERTA	Homoserine O trans acetylase	NP_716436_2 or NP_717287_1	2	SO0805 (CBS domain containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	NP_717992_1 or NP_719076_1	2	SO2402 (ribosomal protein S1 RpsA) — no word in common with the reaction name while another alternative has		1
FACOAL181	Fatty acid  CoA ligase  octadecenoate	NP_717354_1 or NP_717578_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL181t2pp	Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL60t2pp	Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL80t2pp	Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FEENTER2tpp	Enterochelin transport2 via ABC system periplasm	NP_719675_1 or NP_719843_1	2	SO4146 (type I secretion system ATPase subunit HlyB family) — non-enzyme/family/domain annotation		1
G3PAT120	Glycerol-3-phosphate acyltransferase (C12:0)	NP_720118_1 or (NP_718356_1 and NP_720118_1)	2	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has		1
G3PAT140	Glycerol-3-phosphate acyltransferase (C14:0)	NP_720118_1 or (NP_718356_1 and NP_720118_1)	2	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has		1
G3PAT141	Glycerol-3-phosphate acyltransferase (C14:1)	NP_720118_1 or (NP_718356_1 and NP_720118_1)	2	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has		1
GART	GAR transformylase-T	NP_718819_1 or NP_719156_2	2	SO3265 (uncharacterized protein SO_3265) — non-enzyme/family/domain annotation		1
GDPDPK	GDP diphosphokinase	NP_715999_1 or NP_719004_1	2	SO3455 (GTP pyrophosphokinase RelA) — no word in common with the reaction name while another alternative has		1
GF6PTA	Glutamine-fructose-6-phosphate transaminase	NP_719053_1 or NP_720257_1	2	SO3506 (glucosamine-6-phosphate deaminase NagB) — no word in common with the reaction name while another alternative has		1
GLCP	Glycogen phosphorylase	NP_717111_2 or NP_717113_1	2	SO1494 (1,4-alpha-glucan branching enzyme GlgB) — no word in common with the reaction name while another alternative has		1
GLNS	Glutamine synthetase	NP_716891_1 or NP_719933_1	2	SO1268 (gamma-glutamyl-putrescine synthase PuuA) — no word in common with the reaction name while another alternative has		1
GLUN	Glutaminase	NP_717818_1 or NP_718919_1	2	SO2221 (para-aminobenzoate synthase aminase component PabB) — no word in common with the reaction name while another alternative has		1
GLUt4	Na+/glutamate symport	NP_716551_2 or NP_718493_1	2	SO0922 (dicarboxylate:amino acid:cation symporter DAACS family) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
GLUTRS	Glutamyl-tRNA synthetase	NP_716504_1 or YP_007001384_1	2	SO0873 (glutamyl-Q-tRNA-Asp synthetase YadB) — no word in common with the reaction name while another alternative has		1
GLYOX	Hydroxyacylglutathione hydrolase	NP_718149_1 or NP_718619_1	2	SO3054 (metallo-beta-lactamase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
GTHRDabc2pp	Glutathione export via ABC system (cytoplasm to periplasm)	NP_720385_1 or (NP_719316_1 and NP_719317_1)	2	SOA0049 (toxin secretion ABC transporter, ATP-binding subunit/permease protein, putative (plasmid)) — non-enzyme/family/domain annotation		1
COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)	NP_717648_1 or NP_719996_1	2	SO2045 (cation efflux protein CDF family) — non-enzyme/family/domain annotation		1
CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	NP_718913_1 or NP_720246_1	2	SO3359 (radical SAM superfamily protein YggW) — non-enzyme/family/domain annotation		1
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	NP_717992_1 or NP_719076_1	2	SO2402 (ribosomal protein S1 RpsA) — no word in common with the reaction name while another alternative has		1
DPR	2-dehydropantoate 2-reductase	NP_719353_1 or NP_719873_1	2	SO4349 (ketol-acid reductoisomerase IlvC) — no word in common with the reaction name while another alternative has		1
FACOAL100t2pp	Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL120t2pp	Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL140	Fatty acid  CoA ligase  tetradecanoate	NP_717354_1 or NP_717578_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL140t2pp	Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL141t2pp	Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL160t2pp	Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1 or NP_719205_1	3	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL161	Fatty acid  CoA ligase  hexadecenoate	NP_717354_1 or NP_717578_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL161t2pp	Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
FACOAL180t2pp	Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	NP_717578_1 or NP_718167_1	2	SO1971 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
Kt2r	Potassium reversible transport  via proton symport	NP_715666_1 or NP_715670_1 or NP_717258_1 or NP_719806_1 or (NP_715699_1 and NP_719806_1)	5	SO1647 (glutathione-gated K(+)-efflux system KefB) — no word in common with the reaction name while another alternative has		1
LGTHL	Lactoylglutathione lyase	NP_717647_1 or NP_717755_1	2	SO2155 (glyoxalase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
MALS	Malate synthase	NP_717100_1 or NP_720222_1	2	SO4706 (malate synthase domain protein) — non-enzyme/family/domain annotation		1
MCOATA	Malonyl-CoA-ACP transacylase	NP_718358_1 or (NP_718356_1 and NP_718358_1)	2	SO2775 (acyl carrier protein AcpP) — no word in common with the reaction name while another alternative has		1
MLTGY1pp	Murein lytic transglycosylase (murein4p4p) (periplasm)	NP_716791_1 or NP_717643_1 or NP_718150_1 or NP_718842_2 or NP_720175_1	5	SO4660 (glycoside hydrolase family 23) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
MLTGY2pp	Murein lytic transglycosylase (murein4p3p) (periplasm)	NP_716791_1 or NP_717643_1 or NP_718150_1 or NP_718842_2 or NP_720175_1	5	SO4660 (glycoside hydrolase family 23) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
MLTGY3pp	Murein lytic transglycosylase (murein3p3p) (periplasm)	NP_716791_1 or NP_717643_1 or NP_718150_1 or NP_718842_2 or NP_720175_1	5	SO4660 (glycoside hydrolase family 23) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
MLTGY4pp	Murein lytic transglycosylase (murein4px4p4p) (periplasm)	NP_716791_1 or NP_717643_1 or NP_718150_1 or NP_718842_2 or NP_720175_1	5	SO4660 (glycoside hydrolase family 23) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
MN2t3pp	Manganese (Mn+2) transport out via proton antiport (periplasm)	NP_717648_1 or NP_719996_1	2	SO2045 (cation efflux protein CDF family) — non-enzyme/family/domain annotation		1
MOBDabc	Molybdate transport via ABC system	(NP_717473_1 and NP_719497_2 and NP_719968_1 and YP_007001347_1) or (NP_719497_2 and NP_719967_1 and NP_719968_1 and YP_	2	SO1799 (molybdenum-pterin binding protein MopI) — no word in common with the reaction name while another alternative has		1
NAt3_15	Sodium proton antiporter (H:NA is 1.5)	NP_718339_1 or NP_718458_1	2	SO2757 (putative histidine porter YuiF) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
ADSK	Adenylyl-sulfate kinase	NP_718203_1 or NP_719263_1	2	SO2618 (scaffold protein for) — non-enzyme/family/domain annotation		1
AGDC	N-acetylglucosamine-6-phosphate deacetylase	NP_716619_1 or NP_719052_1	2	SO0990 (periplasmic amidohydrolase 3 family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AGPAT120	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT140	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT141	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT160	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
AGPAT181	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	NP_716202_1 or NP_719891_1	2	SO4367 (acyltransferase family protein) — non-enzyme/family/domain annotation		1
ALCD19	Alcohol dehydrogenase (glycerol)	NP_717657_1 or NP_720479_1	2	SO2054 (S-(hydroxymethyl)glutathione dehydrogenase FrmA) — no word in common with the reaction name while another alternative has		1
AMMQLT8	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	NP_718025_1 or NP_719727_1	2	SO2435 (tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase CmoA) — no word in common with the reaction name while another alternative has		1
AMMQT8_2	S-adenosylmethione:2-demethylmenaquinone methyltransferase	NP_719725_1 or NP_719727_1	2	SO4197 (ribonuclease E inhibitor RraA) — no word in common with the reaction name while another alternative has		1
AMPTASEPG	Aminopeptidase (pro-gly)	NP_716507_1 or NP_716740_1 or NP_716988_1 or NP_718186_1	4	SO1115 (aminoacyl-histidine/glycine-aspartate dipeptidase PepD) — no word in common with the reaction name while another alternative has		1
ASPK	Aspartate kinase	NP_718968_1 or NP_718980_1 or NP_719516_1 or NP_719585_1	4	SO3427 (lysine-sensitive monofunctional aspartokinase LysC family) — non-enzyme/family/domain annotation		1
BMOGDS1	Bis-molybdopterin guanine dinucleotide synthase (single GDP)	NP_720023_2 or NP_720238_1	2	SO4503 (formate dehydrogenase assembly/maturation protein) — no word in common with the reaction name while another alternative has		1
BMOGDS2	Bis-molybdopterin guanine dinucleotide synthase	NP_720023_2 or NP_720238_1	2	SO4503 (formate dehydrogenase assembly/maturation protein) — no word in common with the reaction name while another alternative has		1
BUTt2rpp	Butyrate transport via proton symport, reversible (periplasm)	NP_717011_1 or NP_718429_1	2	SO2857 (putative solute:sodium symporter large subunit) — non-enzyme/family/domain annotation		1
CD2t3pp	Cadmium (Cd+2) transport out via proton antiport (periplasm)	NP_717648_1 or NP_719996_1	2	SO2045 (cation efflux protein CDF family) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
NAt3_2	Sodium proton antiporter (H:NA is 2)	NP_716956_1 or NP_718339_1	2	SO2757 (putative histidine porter YuiF) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
NH4t	Ammonia reversible transport	NP_716391_2 or spontaneous	2	SO0760 (ammonium transporter channel family protein) — non-enzyme/family/domain annotation		1
NI2t3pp	Nickle (Ni+2) transport out via proton antiport (periplasm)	NP_717648_1 or NP_719996_1	2	SO2045 (cation efflux protein CDF family) — non-enzyme/family/domain annotation		1
