org	model	gene	desc	conditions_now_essential	of_which_important	conditions_now_dispensable	of_which_important_	mean_fitness_growth_conditions
Putida	Pseudomonas_putida_KT2440_xml_gapfilled__gapfilled__patched-v0.1+gpr-v0.2__nodroprich	PP_5030	Imidazolonepropionase	1	1	0	0	-0.1530267857142857
Putida	Pseudomonas_putida_KT2440_xml_gapfilled__gapfilled__patched-v0.1+gpr-v0.2__nodroprich	PP_2334	2-methylisocitrate lyase	3	3	0	0	-0.5437916666666666
Putida	Pseudomonas_putida_KT2440_xml_gapfilled__gapfilled__patched-v0.1+gpr-v0.2__nodroprich	PP_1380	3-oxoadipate enol-lactonase 2	2	2	0	0	-1.5607261904761904
Putida	Pseudomonas_putida_KT2440_xml_gapfilled__gapfilled__patched-v0.1+gpr-v0.2__nodroprich	PP_3357	vanillin dehydrogenase	2	2	0	0	-0.3839821428571429
