condition	media	wt_growth	n_genes	tp	tn	fp	fn	mcc	aucpr_bernstein	auroc_standard
Sodium L-Lactate	ShewMM_noCarbon	0.4333120311760006	713	589.0	55.0	58.0	11.0	0.5902017786923729	0.5290289771153636	0.7671386430678467
Sodium pyruvate	ShewMM_noCarbon	0.3593319282922962	713	580.0	56.0	67.0	10.0	0.5714273190178628	0.521404664326069	0.7407124155987322
Sodium propionate	ShewMM_noCarbon	0.4121748589235229	713	555.0	56.0	90.0	12.0	0.49787346874827954	0.5826164821965439	0.7481215723224857
N-Acetyl-D-Glucosamine	ShewMM_noCarbon	0.0	713							
Adenosine	ShewMM_noCarbon	1.1497015594591957	713	572.0	49.0	77.0	15.0	0.48484117332113774	0.5419120289130308	0.7526702901489954
Uridine	ShewMM_noCarbon	0.8445846101379919	713	570.0	50.0	82.0	11.0	0.4997051934962133	0.5727660720871084	0.7757588796745423
Inosine	ShewMM_noCarbon	0.0	713							
Cytidine	ShewMM_noCarbon	0.8567203708286749	713	572.0	50.0	80.0	11.0	0.5048920786699262	0.5922304767523515	0.7661234991423671
Sodium D,L-Lactate	ShewMM_noCarbon	0.8665286802930899	713	558.0	59.0	90.0	6.0	0.544285545512367	0.6229796344164485	0.7105466704745586
L-Glutamine	ShewMM_noCarbon	0.6801061274605311	713	603.0	53.0	44.0	13.0	0.6213688476199519	0.5560913318627504	0.8132447449457758
L-Isoleucine	ShewMM_noCarbon	-9.084209204835968e-15	713							
casamino acids	ShewMM_noCarbon	5.359472252236709	713	635.0	29.0	20.0	29.0	0.5072901002984768	0.5395673738648284	0.7947504302925991
