condition	media	wt_growth	n_genes	tp	tn	fp	fn	mcc	aucpr_bernstein	auroc_standard
D-Glucose	RCH2_defined_noCarbon	0.7729530130993821	989	902.0	45.0	39.0	3.0	0.690694557634133	0.7142037722210988	0.8364443567482241
D-Fructose	RCH2_defined_noCarbon	0.8744994037427363	989	904.0	45.0	37.0	3.0	0.699952070641659	0.6832451076886641	0.8431239411622341
L-Arabinose	RCH2_defined_noCarbon	0.0	989							
D-Arabinose	RCH2_defined_noCarbon	0.6441426921325465	989	897.0	44.0	40.0	8.0	0.6432416832715367	0.6729916913112763	0.7633649039726388
D-Maltose monohydrate	RCH2_defined_noCarbon	1.601014666418658	989	900.0	45.0	41.0	3.0	0.6817505809033213	0.6990052931464695	0.8043987741121327
D-Xylose	RCH2_defined_noCarbon	0.6855460095861623	989	900.0	46.0	40.0	3.0	0.690215361918599	0.6822520402065003	0.8287104998841072
D-Galactose	RCH2_defined_noCarbon	0.77295301309938	989	907.0	44.0	34.0	4.0	0.7020297400420323	0.7193669767012393	0.8281192828393706
D-Raffinose pentahydrate	RCH2_defined_noCarbon	2.484190457861396	989	905.0	45.0	36.0	3.0	0.7047043930633744	0.7456306340497987	0.7991039865122097
L-Rhamnose monohydrate	RCH2_defined_noCarbon	0.8198488268495533	989	900.0	45.0	34.0	10.0	0.6608527163794925	0.663139985482406	0.7810682987898178
D-Ribose	RCH2_defined_noCarbon	0.6441426921325796	989	910.0	45.0	31.0	3.0	0.7298084026222533	0.6572622527831641	0.8586499106473742
L-Fucose	RCH2_defined_noCarbon	0.8608367595194403	989	900.0	44.0	40.0	5.0	0.6658406757422922	0.6752078546424254	0.7584517232307286
D-Cellobiose	RCH2_defined_noCarbon	1.7114144972290717	989	904.0	45.0	37.0	3.0	0.699952070641659	0.684989957251143	0.8202127087423023
Sodium L-Lactate	RCH2_defined_noCarbon	0.3761155964252161	989	905.0	46.0	33.0	5.0	0.7070675734225105	0.6702027349830738	0.8178258450410348
Sodium D,L-Lactate	RCH2_defined_noCarbon	0.37611559642521786	989	901.0	45.0	37.0	6.0	0.6760141069986524	0.7035678946508471	0.8014897679296527
Sodium pyruvate	RCH2_defined_noCarbon	0.32238479693590444	989	905.0	46.0	33.0	5.0	0.7070675734225105	0.6115164569246835	0.8414035331756852
Sodium succinate dibasic hexahydrate	RCH2_defined_noCarbon	0.44458389780908814	989	909.0	46.0	30.0	4.0	0.7304888289688888	0.6257223381219291	0.843949962529544
m-Inositol	RCH2_defined_noCarbon	0.8061861826262471	989	905.0	46.0	35.0	3.0	0.7134478616243559	0.6370253123177176	0.7952561592429434
Glycerol	RCH2_defined_noCarbon	0.4919453654904823	989	902.0	45.0	39.0	3.0	0.690694557634133	0.7138316778904861	0.8007498026835043
D-Sorbitol	RCH2_defined_noCarbon	0.8695607538244925	989	901.0	45.0	40.0	3.0	0.686184525894576	0.6988069984675928	0.8349297241020301
L-Malic acid disodium salt monohydrate	RCH2_defined_noCarbon	0.38901091058294973	989	910.0	47.0	28.0	4.0	0.7449210608854969	0.6463400327045388	0.8192997811816193
D-Trehalose dihydrate	RCH2_defined_noCarbon	1.6010146664186506	989	894.0	45.0	43.0	7.0	0.6424113935875373	0.6743862556898127	0.7862791342952276
L-Histidine	RCH2_defined_noCarbon	0.683775810769132	989	894.0	45.0	46.0	4.0	0.6527371211467237	0.6674707478303349	0.7600712205389266
L-Lysine	RCH2_defined_noCarbon	0.3530109156404352	989	894.0	48.0	44.0	3.0	0.6808699040070703	0.6011438404281665	0.7981193349813388
L-Glutamine	RCH2_defined_noCarbon	0.5910497470949699	989	898.0	46.0	41.0	4.0	0.6778378531959138	0.7229823871254099	0.8102556260672324
L-Proline	RCH2_defined_noCarbon	0.4098955575819653	989	893.0	48.0	45.0	3.0	0.6767694447693371	0.658885279402816	0.7726454493087558
L-Leucine	RCH2_defined_noCarbon	0.0	989							
N-Acetyl-D-Glucosamine	RCH2_defined_noCarbon	1.008650281303835	989	898.0	50.0	39.0	2.0	0.7174696028277839	0.7195968719700109	0.8052808988764045
D-Glucosamine Hydrochloride	RCH2_defined_noCarbon	0.0	989							
Uridine	RCH2_defined_noCarbon	0.0	989							
D-Salicin	RCH2_defined_noCarbon	0.83183129907364	989	906.0	44.0	34.0	5.0	0.6938353274862648	0.6810505379640106	0.8118649553885559
Beta-Lactose	RCH2_defined_noCarbon	1.6010146664186584	989	903.0	44.0	35.0	7.0	0.6733384124378312	0.6536082294040443	0.8001877868966476
D-Mannose	RCH2_defined_noCarbon	0.0	989							
D-(-)-tagatose	RCH2_defined_noCarbon	0.0	989							
