iem_abbr	call_index	iem_name	entrez_gene_ids	knockout_reaction_patterns	biomarker_reaction	vmh_metabolite	model_compartment	biofluid_tested	expected_direction	reported_biofluids_raw	label_raw	also_in_recon3d_branch	source_header_line	source_call_line
HLYS1	29	HLYS1 Hyperlysinemia I, Familial	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_Lpipecol[bc]	Lpipecol	bc	blood	Increased	blood	Increased (blood)	False	1219	1253
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	EX_citr_L[u]	citr_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1255	1292
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	EX_lys_L[u]	lys_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1255	1292
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_citr_L[bc]	citr_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1255	1292
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_lys_L[bc]	lys_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1255	1292
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_4hpro_LT[u]	4hpro_LT	u	urine	Increased	urine	Increased (urine)	True	1294	1331
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1294	1331
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_pro_L[u]	pro_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1294	1331
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	DM_pro_L[bc]	pro_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1294	1331
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_4hpro_LT[u]	4hpro_LT	u	urine	Increased	urine	Increased (urine)	False	1333	1373
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1333	1373
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_orn[u]	orn	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1333	1373
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_pro_L[u]	pro_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1333	1373
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	DM_orn[bc]	orn	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1333	1373
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	DM_pro_L[bc]	pro_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1333	1373
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	EX_3bcrn[u]	3bcrn	u	urine	Increased	urine	Increased (urine)	True	1375	1412
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	EX_3ivcrn[u]	3ivcrn	u	urine	Increased	urine	Increased (urine)	True	1375	1412
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	DM_ivcrn[bc]	ivcrn	bc	blood	Increased	blood	Increased (blood)	False	1375	1412
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	DM_fol[bc]	fol	bc	blood	Decreased	blood	Decreased (blood)	False	1414	1449
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	EX_urate[u]	urate	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1414	1449
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	DM_urate[bc]	urate	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1414	1449
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	EX_leuktrE4[u]	leuktrE4	u	urine	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	True	1451	1495
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	EX_leuktrC4[u]	leuktrC4	u	urine	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	True	1451	1495
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrE4[bc]	leuktrE4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrC4[bc]	leuktrC4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrD4[bc]	leuktrD4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrE4[csf]	leuktrE4	csf	csf	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	EX_ile_L[u]	ile_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1497	1539
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	EX_3mop[u]	3mop	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1497	1539
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_ile_L[bc]	ile_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1497	1539
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_leu_L[bc]	leu_L	bc	blood	Increased	blood	Increased (blood)	False	1497	1539
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_val_L[bc]	val_L	bc	blood	Increased	blood	Increased (blood)	False	1497	1539
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_3mop[bc]	3mop	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1497	1539
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	EX_3aib[u]	3aib	u	urine	Increased	urine	Increased (urine)	True	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_c4dc[bc]	c4dc	bc	blood	Increased	blood	Increased (blood)	False	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_crn[bc]	crn	bc	blood	Decreased	blood	Decreased (blood)	False	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_HC00900[bc]	HC00900	bc	blood	Increased	blood	Increased (blood)	False	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_3hpp[bc]	3hpp	bc	blood	Increased	blood	Increased (blood)	False	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_pcrn[bc]	pcrn	bc	blood	Increased	blood	Increased (blood)	False	1541	1590
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_3hdececrn[bc]	3hdececrn	bc	blood	Increased	blood	Increased (blood)	False	1541	1590
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_ala_L[bc]	ala_L	bc	blood	Increased	blood	Increased (blood)	False	1592	1636
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_citr_L[bc]	citr_L	bc	blood	Decreased	blood	Decreased (blood)	False	1592	1636
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	1592	1636
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1592	1636
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_orn[bc]	orn	bc	blood	Increased	blood	Increased (blood)	False	1592	1636
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	EX_orot[u]	orot	u	urine	Decreased	urine	Decreased (urine)	True	1592	1636
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_5oxpro[u]	5oxpro	u	urine	Increased	transient, urine	Increased (transient, urine)	True	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_lys_L[u]	lys_L	u	urine	Increased	urine	Increased (urine)	True	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_citr_L[bc]	citr_L	bc	blood	Decreased	blood	Decreased (blood)	False	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_ura[bc]	ura	bc	blood	Increased	urine	Increased (urine)	False	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1637	1710
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_orn[bc]	orn	bc	blood	Increased	blood	Increased (blood)	False	1637	1710
OROA	40	OROA Orotic Aciduria	7372.1	_ORPT;_OMPDC	EX_orot[u]	orot	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1712	1745
OROA	40	OROA Orotic Aciduria	7372.1	_ORPT;_OMPDC	DM_orot[bc]	orot	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1712	1745
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	DM_phe_L[bc]	phe_L	bc	blood	Increased	blood	Increased (blood)	False	1747	1782
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	EX_2hyoxplac[u]	2hyoxplac	u	urine	Increased	urine	Increased (urine)	True	1747	1782
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	EX_phpyr[u]	phpyr	u	urine	Increased	urine	Increased (urine)	True	1747	1782
MNGIE	42	MNGIE Mitochondrial Neurogastrointestinal Encephalopathy (Mngie) Disease	1890.1	_TMDPP	DM_duri[bc]	duri	bc	blood	Increased	blood	Increased (blood)	False	1784	1818
MNGIE	42	MNGIE Mitochondrial Neurogastrointestinal Encephalopathy (Mngie) Disease	1890.1	_TMDPP	DM_thymd[bc]	thymd	bc	blood	Increased	blood	Increased (blood)	False	1784	1818
SUCLA	43	SUCLA Succinate-Coenzyme A (Coa) Ligase Deficiency/Lactic Acidosis, Fatal Infantile	8803.1	_ITCOALm;_MECOALm;_SUCOASm;_ITCOAL1m;_MECOAS1m;_SUCOAS1m	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood	Increased (blood)	False	1820	1854
SUCLA	43	SUCLA Succinate-Coenzyme A (Coa) Ligase Deficiency/Lactic Acidosis, Fatal Infantile	8803.1	_ITCOALm;_MECOALm;_SUCOASm;_ITCOAL1m;_MECOAS1m;_SUCOAS1m	DM_pyr[bc]	pyr	bc	blood	Increased	blood	Increased (blood)	False	1820	1854
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	EX_gly[u]	gly	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1856	1896
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	EX_sucsal[u]	sucsal	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1856	1896
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_gly[bc]	gly	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1856	1896
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_sucsal[bc]	sucsal	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1856	1896
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_4abut[csf]	4abut	csf	csf	Increased	csf	Increased (CSF)	False	1856	1896
TETB	45	TETB Tetrahydrobiopterin Deficiency	2643.1		DM_phe_L[bc]	phe_L	bc	blood	Increased	blood	Increased (blood)	False	1898	1934
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_citr_L[bc]	citr_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1936	1978
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_gly[bc]	gly	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1936	1978
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1936	1978
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	1936	1978
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_citr_L[u]	citr_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1936	1978
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_gly[u]	gly	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1936	1978
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	DM_met_L[bc]	met_L	bc	blood	Increased	blood	Increased (blood)	False	1980	2018
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	DM_tyr_L[bc]	tyr_L	bc	blood	Increased	blood	Increased (blood)	False	1980	2018
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	EX_34hpl[u]	34hpl	u	urine	Increased	urine	Increased (urine)	True	1980	2018
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	EX_34hpp[u]	34hpp	u	urine	Increased	urine	Increased (urine)	True	1980	2018
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	DM_tyr_L[bc]	tyr_L	bc	blood	Increased	blood	Increased (blood)	False	2020	2054
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	EX_34hpl[u]	34hpl	u	urine	Increased	urine	Increased (urine)	True	2020	2054
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	EX_34hpp[u]	34hpp	u	urine	Increased	urine	Increased (urine)	True	2020	2054
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_hxan[u]	hxan	u	urine	Increased	urine	Increased (urine)	True	2056	2093
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_xan[u]	xan	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2056	2093
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_urate[u]	urate	u	urine	Decreased	blood/urine	Decreased (blood/urine)	True	2056	2093
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	DM_xan[bc]	xan	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2056	2093
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	DM_urate[bc]	urate	bc	blood	Decreased	blood/urine	Decreased (blood/urine)	False	2056	2093
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	EX_akg[u]	akg	u	urine	Increased	urine	Increased (urine)	True	2095	2134
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	EX_lac_L[u]	lac_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2095	2134
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2095	2134
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_glu_L[bc]	glu_L	bc	blood	Increased	blood	Increased (blood)	False	2095	2134
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	2095	2134
EP	51	EP Essential Pentosuria	1181.1	_XYLUR	EX_xylu_L[u]	xylu_L	u	urine	Increased	urine	Increased (urine)	True	2136	2182
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	DM_val_L[bc]	val_L	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2185	2221
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	EX_val_L[u]	val_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2185	2221
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	EX_leu_L[u]	leu_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2185	2221
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_asn_L[bc]	asn_L	bc	blood	Decreased	blood/csf	Decreased (blood/csf)	False	2225	2265
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_asn_L[csf]	asn_L	csf	csf	Decreased	blood/csf	Decreased (blood/csf)	False	2225	2265
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood/csf	Increased (blood/csf)	False	2225	2265
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_gln_L[csf]	gln_L	csf	csf	Increased	blood/csf	Increased (blood/csf)	False	2225	2265
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_argsuc[u]	argsuc	u	urine	Increased	urine	Increased (urine)	True	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_lys_L[u]	lys_L	u	urine	Increased	urine	Increased (urine)	True	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_ura[u]	ura	u	urine	Increased	urine	Increased (urine)	True	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	2270	2311
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	DM_citr_L[bc]	citr_L	bc	blood	Increased	blood	Increased (blood)	False	2270	2311
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	EX_3aib[u]	3aib	u	urine	Increased	urine	Increased (urine)	True	2314	2357
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_c4dc[bc]	c4dc	bc	blood	Increased	blood	Increased (blood)	False	2314	2357
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_crn[bc]	crn	bc	blood	Decreased	blood	Decreased (blood)	False	2314	2357
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_HC00900[bc]	HC00900	bc	blood	Increased	blood	Increased (blood)	False	2314	2357
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_3hpp[bc]	3hpp	bc	blood	Increased	blood	Increased (blood)	False	2314	2357
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_acac[bc]	acac	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_ala_L[bc]	ala_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_bhb[bc]	bhb	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_citr_L[bc]	citr_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_lys_L[bc]	lys_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_pro_L[bc]	pro_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_glc_D[bc]	glc_D	bc	blood	Decreased	blood	Decreased (blood)	False	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_fum[u]	fum	u	urine	Increased	urine	Increased (urine)	True	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_succ[u]	succ	u	urine	Increased	urine	Increased (urine)	True	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_acetone[u]	acetone	u	urine	Increased	urine	Increased (urine)	True	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_akg[u]	akg	u	urine	Increased	urine	Increased (urine)	True	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_acac[u]	acac	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2359	2425
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_bhb[u]	bhb	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2359	2425
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_oxa[u]	oxa	u	urine	Increased	urine	Increased (urine)	False	2427	2446
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_glyclt[u]	glyclt	u	urine	Increased	urine	Increased (urine)	False	2427	2446
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_glx[u]	glx	u	urine	Increased	urine	Increased (urine)	False	2427	2446
ADSL	58	ADSL Adenylosuccinase Deficiency	4967.1	_ADSL1;_ADSL2	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	True	2449	2481
ADSL	58	ADSL Adenylosuccinase Deficiency	4967.1	_ADSL1;_ADSL2	DM_Brain_25aics[c]	Brain_25aics	c	cytosol	Increased	urine/csf	Increased (urine/csf)	False	2449	2481
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	False	2485	2520
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	EX_Nacasp[u]	Nacasp	u	urine	Increased	urine/csf/blood	Increased (urine/csf/blood)	True	2485	2520
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	DM_Nacasp[bc]	Nacasp	bc	blood	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2485	2520
CD	59	CD Canavan Disease - only milder forms of this disease have been reported (there is an isozyme in Recon -- due to mild form report I included this IEM anyway)	443.1	_NACASPAH	DM_Nacasp[csf]	Nacasp	csf	csf	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2485	2520
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	EX_25aics[u]	25aics	u	urine	Increased	urine/csf	Increased (urine/csf)	False	2522	2557
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	EX_C05770[u]	C05770	u	urine	Increased	urine/csf/blood	Increased (urine/csf/blood)	True	2522	2557
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	DM_C05770[bc]	C05770	bc	blood	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2522	2557
HPC	60	HPC Hereditary Coproporphyria	1371.1	_CPPPGO	DM_C05770[csf]	C05770	csf	csf	Increased	urine/csf/blood	Increased (urine/csf/blood)	False	2522	2557
